"PKey","Name","ProjectId","ProjectMap","SetId","Pid","AddrSlct","Address","Alias","AliasType","P1","P2","P3","P4","P5","P6","P7","P8","Type","Format","IsScale","ScaleOffst","ScaleFact","IsDeadband","Deadband","IsModify","MsInput","MsOutput","MsAutoSubs","MsUnit"
"251","17f35a24-a8a7-4f75-9098-bb96584a9d34","0","0","DUKE_ICCP_PMPA_DATA","CLI01,KW_COMP:A","1","0","PMPA_CLI01_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","0"
"252","3aa97db5-85ae-470b-af66-93afac349a6e","0","0","DUKE_ICCP_PMPA_DATA","CLI01,KVAR_COMP:A","1","0","PMPA_CLI01_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","0"
"253","db3cb287-d9b1-44e6-955e-14f16c2ee3f1","0","0","DUKE_ICCP_PMPA_DATA","CLI02,KW_COMP:A","1","0","PMPA_CLI02_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"254","5e8bb46d-f1dd-40e4-84b7-46b375b9f105","0","0","DUKE_ICCP_PMPA_DATA","CLI02,KVAR_COMP:A","1","0","PMPA_CLI02_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"255","500f6ec2-d2df-4d1e-a43f-bca71f056d94","0","0","DUKE_ICCP_PMPA_DATA","EAS01,KW_COMP:A","1","0","PMPA_EAS01_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"256","89a00e7c-b467-4374-a892-a3934a2974f6","0","0","DUKE_ICCP_PMPA_DATA","EAS01,KVAR_COMP:A","1","0","PMPA_EAS01_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"257","b966924d-170d-4c65-9a71-169001d2ecf4","0","0","DUKE_ICCP_PMPA_DATA","EAS03,KW_COMP:A","1","0","PMPA_EAS03_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"258","eb3e861b-f5b2-40ff-8b3c-01251e21ed8d","0","0","DUKE_ICCP_PMPA_DATA","EAS03,KVAR_COMP:A","1","0","PMPA_EAS03_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"259","8d8aea5a-9e09-4cb1-851a-196bbebd3061","0","0","DUKE_ICCP_PMPA_DATA","EAS04A,KW_COMP:A","1","0","PMPA_EAS04A_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"260","c45c13fd-605f-4527-98eb-caa381a25d7e","0","0","DUKE_ICCP_PMPA_DATA","EAS04A,KVAR_COMP:A","1","0","PMPA_EAS04A_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"261","a32fafc3-ee3a-4356-b727-9ba604e086ca","0","0","DUKE_ICCP_PMPA_DATA","EAS04B,KW_COMP:A","1","0","PMPA_EAS04B_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"262","90ab409c-b641-4ea3-9085-4c7d29bbcf19","0","0","DUKE_ICCP_PMPA_DATA","EAS04B,KVAR_COMP:A","1","0","PMPA_EAS04B_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"263","e353b0bb-8c46-4b4c-a730-a3d851af149a","0","0","DUKE_ICCP_PMPA_DATA","EAS05,KW_COMP:A","1","0","PMPA_EAS05_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"264","99742681-32bc-4bdf-b96b-dded90a4f0f2","0","0","DUKE_ICCP_PMPA_DATA","EAS05,KVAR_COMP:A","1","0","PMPA_EAS05_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"265","dcef4029-28d7-4450-a0b4-d89bcfe289e3","0","0","DUKE_ICCP_PMPA_DATA","EAS06,KW_COMP:A","1","0","PMPA_EAS06_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"266","19cc53b9-40a7-414c-a648-50aee1588017","0","0","DUKE_ICCP_PMPA_DATA","EAS06,KVAR_COMP:A","1","0","PMPA_EAS06_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"267","72df0d31-6a0a-4ae6-8211-525afd69522a","0","0","DUKE_ICCP_PMPA_DATA","GAF01A,KW_COMP:A","1","0","PMPA_GAF01A_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"268","ddf6d106-dc08-422c-9269-c4b4916c9668","0","0","DUKE_ICCP_PMPA_DATA","GAF01A,KVAR_COMP:A","1","0","PMPA_GAF01A_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"269","5a29b405-ef38-43f7-81ab-f07e5ddac312","0","0","DUKE_ICCP_PMPA_DATA","GAF01B,KW_COMP:A","1","0","PMPA_GAF01B_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"270","2f3ceb8a-26ea-43f8-aa60-d1f51ff76a48","0","0","DUKE_ICCP_PMPA_DATA","GAF01B,KVAR_COMP:A","1","0","PMPA_GAF01B_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"271","87e207ea-b33f-4c25-bd4a-b422b8d2bd78","0","0","DUKE_ICCP_PMPA_DATA","GAF02,KW_COMP:A","1","0","PMPA_GAF02_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"272","247d0156-4ff0-41eb-a710-535139592fe5","0","0","DUKE_ICCP_PMPA_DATA","GAF02,KVAR_COMP:A","1","0","PMPA_GAF02_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"273","1f258130-116c-46a8-916d-127d6659a402","0","0","DUKE_ICCP_PMPA_DATA","GRE02A,KW_COMP:A","1","0","PMPA_GRE02A_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"274","cca78960-55a4-40ab-8b6e-1afc25552195","0","0","DUKE_ICCP_PMPA_DATA","GRE02A,KVAR_COMP:A","1","0","PMPA_GRE02A_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"275","7f40cd88-532a-40d2-8585-2962ed872882","0","0","DUKE_ICCP_PMPA_DATA","GRE02B,KW_COMP:A","1","0","PMPA_GRE02B_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"276","42a7adcd-10a0-4215-9223-30a33a73efbe","0","0","DUKE_ICCP_PMPA_DATA","GRE02B,KVAR_COMP:A","1","0","PMPA_GRE02B_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"277","a044dc23-e98c-4eb7-9792-91d6a5a7bfa3","0","0","DUKE_ICCP_PMPA_DATA","GRE03A,KW_COMP:A","1","0","PMPA_GRE03A_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"278","9b7622af-d778-40b6-860d-4afbd926a672","0","0","DUKE_ICCP_PMPA_DATA","GRE03A,KVAR_COMP:A","1","0","PMPA_GRE03A_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"279","ce73420b-c45b-43b5-b470-7505abfaa345","0","0","DUKE_ICCP_PMPA_DATA","GRE03B,KW_COMP:A","1","0","PMPA_GRE03B_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"280","feae1f1c-0488-4dc9-bdcc-e26e5abdeeac","0","0","DUKE_ICCP_PMPA_DATA","GRE03B,KVAR_COMP:A","1","0","PMPA_GRE03B_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"281","5d79b70b-6bf4-4658-b694-ec67f9a7d775","0","0","DUKE_ICCP_PMPA_DATA","GRE04A,KW_COMP:A","1","0","PMPA_GRE04A_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"282","e102eef6-a8a2-4d89-9466-b46385bfcf70","0","0","DUKE_ICCP_PMPA_DATA","GRE04A,KVAR_COMP:A","1","0","PMPA_GRE04A_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"283","5182ac19-f7a9-4a0b-92da-8f05153eacfd","0","0","DUKE_ICCP_PMPA_DATA","GRE04B,KW_COMP:A","1","0","PMPA_GRE04B_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"284","9a42f721-267f-457f-bf43-b103a6d49dc0","0","0","DUKE_ICCP_PMPA_DATA","GRE04B,KVAR_COMP:A","1","0","PMPA_GRE04B_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"285","298cd5ab-7ffe-434f-9d60-2604789e400e","0","0","DUKE_ICCP_PMPA_DATA","GRE05A,KW_COMP:A","1","0","PMPA_GRE05A_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"286","4453b5a7-9d55-4663-b45c-3939f4710f82","0","0","DUKE_ICCP_PMPA_DATA","GRE05A,KVAR_COMP:A","1","0","PMPA_GRE05A_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"287","33fde31b-f337-4d59-b908-5f22826ffc64","0","0","DUKE_ICCP_PMPA_DATA","GRE05B,KW_COMP:A","1","0","PMPA_GRE05B_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"288","19e17aa1-6176-46fd-b8c2-ac655037d47f","0","0","DUKE_ICCP_PMPA_DATA","GRE05B,KVAR_COMP:A","1","0","PMPA_GRE05B_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"289","9d84f711-2ad7-4246-9da0-37d938bd7cf1","0","0","DUKE_ICCP_PMPA_DATA","GRE06,KW_COMP:A","1","0","PMPA_GRE06_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"290","5b97b536-4087-463c-b5e5-cddec3714cc0","0","0","DUKE_ICCP_PMPA_DATA","GRE06,KVAR_COMP:A","1","0","PMPA_GRE06_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"291","6f8528df-8b10-47c1-a398-1fedd4e9770c","0","0","DUKE_ICCP_PMPA_DATA","LAU03,KW_COMP:A","1","0","PMPA_LAU03_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"292","17fd306d-8f58-4868-9948-8c7c6c76fa36","0","0","DUKE_ICCP_PMPA_DATA","LAU03,KVAR_COMP:A","1","0","PMPA_LAU03_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"293","26a6b38f-4fa4-4fde-a47a-e41a291072f8","0","0","DUKE_ICCP_PMPA_DATA","LAU04A,KW_COMP:A","1","0","PMPA_LAU04A_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"294","0d1d1ff4-9d89-419b-8414-2fc787f7cfd4","0","0","DUKE_ICCP_PMPA_DATA","LAU04A,KVAR_COMP:A","1","0","PMPA_LAU04A_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"295","1642b0c4-98e3-4ae5-af2f-b118dee802ea","0","0","DUKE_ICCP_PMPA_DATA","LAU04B,KW_COMP:A","1","0","PMPA_LAU04B_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"296","c7842fd3-0875-4af6-8864-a783bf94b1ba","0","0","DUKE_ICCP_PMPA_DATA","LAU04B,KVAR_COMP:A","1","0","PMPA_LAU04B_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"297","4e5a8a8d-0438-415a-957d-7c5432361dab","0","0","DUKE_ICCP_PMPA_DATA","NEW02,KW_COMP:A","1","0","PMPA_NEW02_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"298","135c4dd9-5bea-4206-811c-57de7df198fd","0","0","DUKE_ICCP_PMPA_DATA","NEW02,KVAR_COMP:A","1","0","PMPA_NEW02_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"299","c60c9f75-c598-4b32-901a-dec6adb3f087","0","0","DUKE_ICCP_PMPA_DATA","NEW03,KW_COMP:A","1","0","PMPA_NEW03_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"300","9c088b44-bcd2-46ab-ae3f-c58be53b8347","0","0","DUKE_ICCP_PMPA_DATA","NEW03,KVAR_COMP:A","1","0","PMPA_NEW03_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"301","ed353178-7d4d-4094-9325-623f0fd88188","0","0","DUKE_ICCP_PMPA_DATA","ROC08,KW_COMP:A","1","0","PMPA_ROC08_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"302","bfc81d4a-bd4b-4557-a465-50275b26a810","0","0","DUKE_ICCP_PMPA_DATA","ROC08,KVAR_COMP:A","1","0","PMPA_ROC08_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"303","b9347e29-2b9f-42b3-a096-0d6ef922db80","0","0","DUKE_ICCP_PMPA_DATA","NEW04,KW_COMP:A","1","0","PMPA_NEW04_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"304","5f9eb761-a3cd-43d0-b146-c6d9f1eb5d45","0","0","DUKE_ICCP_PMPA_DATA","NEW04,KVAR_COMP:A","1","0","PMPA_NEW04_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"305","07cd4aed-ab51-48cb-8d46-0709ad670564","0","0","DUKE_ICCP_PMPA_DATA","ROC10,KW_COMP:A","1","0","PMPA_ROC01_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"306","c15e56f2-3e6e-4851-a9fa-1f8501376d8c","0","0","DUKE_ICCP_PMPA_DATA","ROC10,KVAR_COMP:A","1","0","PMPA_ROC01_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"307","7cc4ce91-6257-403a-a568-fd4ca3111ec9","0","0","DUKE_ICCP_PMPA_DATA","ROC11,KW_COMP:A","1","0","PMPA_ROC03_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"308","41fdf7b2-c975-4d39-bef5-8e8df387db5f","0","0","DUKE_ICCP_PMPA_DATA","ROC11,KVAR_COMP:A","1","0","PMPA_ROC03_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"309","0b25f901-1456-4a30-8722-6e73b47d3fa8","0","0","DUKE_ICCP_PMPA_DATA","ROC12,KW_COMP:A","1","0","PMPA_ROC12_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","0"
"310","9d15d60c-3e00-4554-a390-5cfdc8257ea5","0","0","DUKE_ICCP_PMPA_DATA","ROC12,KVAR_COMP:A","1","0","PMPA_ROC12_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","0"
"311","8f61c32b-0b9b-49fc-9233-40174995a987","0","0","DUKE_ICCP_PMPA_DATA","ROC05,KW_COMP:A","1","0","PMPA_ROC05_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"312","032db51a-58cb-471b-96cb-2e5081047619","0","0","DUKE_ICCP_PMPA_DATA","ROC05,KVAR_COMP:A","1","0","PMPA_ROC05_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"313","a4447436-e48e-42c0-bb08-ed18791b9ed3","0","0","DUKE_ICCP_PMPA_DATA","ROC06,KW_COMP:A","1","0","PMPA_ROC06_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"314","ae9116bc-8d52-43e6-82bb-63c256066351","0","0","DUKE_ICCP_PMPA_DATA","ROC06,KVAR_COMP:A","1","0","PMPA_ROC06_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"315","c7575541-ba6c-425e-b0d3-70f099763e0d","0","0","DUKE_ICCP_PMPA_DATA","ROC07A,KW_COMP:A","1","0","PMPA_ROC07_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"316","f5bf5b62-f6f8-439b-9800-b43d72674695","0","0","DUKE_ICCP_PMPA_DATA","ROC07A,KVAR_COMP:A","1","0","PMPA_ROC07_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"317","7f0771fc-398c-4459-8587-e46114380dcd","0","0","DUKE_ICCP_PMPA_DATA","WES01,KW_COMP:A","1","0","PMPA_WES01_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"318","a5a13d8b-3d9e-4e0b-b8d5-af7128f0bbb2","0","0","DUKE_ICCP_PMPA_DATA","WES01,KVAR_COMP:A","1","0","PMPA_WES01_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"319","b8d01224-2189-402b-8229-dd2408788386","0","0","DUKE_ICCP_PMPA_DATA","GRE07A,KW_COMP:A","1","0","PMPA_GRE07A_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"320","57059e4b-4869-4568-aab7-a039d9ed3d64","0","0","DUKE_ICCP_PMPA_DATA","GRE07A,KVAR_COMP:A","1","0","PMPA_GRE07A_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"321","fd5aa731-f987-4946-a22d-ad600d40301c","0","0","DUKE_ICCP_PMPA_DATA","GRE07B,KW_COMP:A","1","0","PMPA_GRE07B_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"322","d4376d76-44f5-4828-aa0a-34132412cbbf","0","0","DUKE_ICCP_PMPA_DATA","GRE07B,KVAR_COMP:A","1","0","PMPA_GRE07B_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"323","1a4720d5-e8ee-4788-a240-4a8259924fd6","0","0","DUKE_ICCP_PMPA_DATA","NEW05A,KW_COMP:A","1","0","PMPA_NEW05A_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"324","f93a0945-ac48-43d6-bd74-eadd36d8ee64","0","0","DUKE_ICCP_PMPA_DATA","NEW05A,KVAR_COMP:A","1","0","PMPA_NEW05A_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"325","d35a0081-7728-4fe7-bb9e-652fbd6e4cc1","0","0","DUKE_ICCP_PMPA_DATA","NEW05B,KW_COMP:A","1","0","PMPA_NEW05B_KW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","4"
"326","9ee89f19-03a0-4c06-ab60-21a5e2bb4c1a","0","0","DUKE_ICCP_PMPA_DATA","NEW05B,KVAR_COMP:A","1","0","PMPA_NEW05B_KVAR","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","16"
"327","1f7b3392-2048-445a-b83d-45ed7722371e","0","0","DUKE_ICCP_DUKE_DATA","DUKE,CATAWBA1_GROSS_ICCP:A","1","0","DUKCATAWBAGENUN_1MW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","6"
"328","d9376aed-0f43-4b2e-aa3f-3611d89e49fd","0","0","DUKE_ICCP_DUKE_DATA","DUKE,CATAWBA2_GROSS_ICCP:A","1","0","DUKCATAWBAGENUN_2MW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","6"
"329","7377a4a3-60e4-4ba9-bc47-ac856643864a","0","0","DUKE_ICCP_DUKE_DATA","DUKE,MCGUIRE1_GROSS_ICCP:A","1","0","DUKMCGUIREGENUN_1MW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","6"
"330","d599146e-90a8-4146-bed7-17212e149d97","0","0","SANTEE_ICCP_SCDATA","SANTEE,DS1_SC_SCHEDULE_ECHO:A","1","0","SC_ECHO_DS1_SC_DK_MWH","1","1","0","0","0","0","0","0","0","5","0","1","0","1","0","0","0","0","0","0","5"
"331","828d1274-d1ec-4c65-89b4-be4dbe5341e8","0","0","DUKE_ICCP_DUKE_DATA","DUKE,SYSTEM_LOAD_ICCP:A","1","0","DUKSOCLDDUKEOPERMW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","6"
"332","a31ec0f7-1bf6-4c45-9e49-22c180da6827","0","0","RTAC_DESET","UNI01,PF_B:A","0","2057","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"333","c8f288dc-b0ba-4edc-8d99-44d569b01eec","0","0","DUKE_ICCP_DUKE_DATA","DUKE,DS1_SC_SIGNAL_ECHO:A","1","0","DUK_ECHO_DS1_SC_DK_MW","1","1","0","0","0","0","0","0","0","5","0","1","0","1","0","0","0","0","0","0","0"
"334","168e88ab-6942-4081-9f47-bf7ecaa2bacc","0","0","RTAC_DESET","UNI01,PF_C:A","0","2058","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"335","bb240cbf-4d41-4755-a7f6-814d65c82fcd","0","0","RTAC_DESET","UNI01,V_A:A","0","2049","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"336","ae75d3a5-f5bc-4f52-b324-ad831d37870b","0","0","RTAC_DESET","UNI01,V_B:A","0","2050","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"337","fd7d148b-3eee-4876-8ee5-9c32ce45ac68","0","0","RTAC_DESET","UNI01,V_C:A","0","2051","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"338","03aef83b-8363-4754-ad83-69fd26ff5740","0","0","RTAC_DESET","UNI04,A_A:A","0","2082","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"339","7ecec31e-111c-488f-989d-359f59fab226","0","0","DUKE_ICCP_DUKE_DATA","DUKE,DS2_SC_SIGNAL_ECHO:A","1","0","DUK_ECHO_DS2_DK_SC_MW","1","1","0","0","0","0","0","0","0","5","0","1","0","1","0","0","0","0","0","0","0"
"340","c59a7c91-025c-4a20-9aa9-87fed0ccb8e9","0","0","DUKE_ICCP_DUKE_DATA","DUKE,DS3_SC_SIGNAL_ECHO:A","1","0","DUK_ECHO_DS3_CME_PMPA_MW","1","1","0","0","0","0","0","0","0","5","0","1","0","1","0","0","0","0","0","0","0"
"341","9374a214-b175-485b-b810-66ed5d19392b","0","0","DUKE_ICCP_DUKE_DATA","DUKE,DS4_SC_BKSTD_SIGNAL_ECHO:A","1","0","DUK_ECHO_DS4_DK_PMPA_MW","1","1","0","0","0","0","0","0","0","5","0","1","0","1","0","0","0","0","0","0","0"
"342","541edc84-a0c1-4e74-9ff0-94f21743c9e4","0","0","DUKE_ICCP_DUKE_DATA","DUKE,DS1_SC_SCHEDULE_ECHO:A","1","0","DUK_DS1_SC_DK_MWH","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","5"
"343","75c2a102-f7a3-459a-b635-26acd2bbed1e","0","0","DUKE_ICCP_DUKE_DATA","DUKE,DS2_SC_SCHEDULE_ECHO:A","1","0","DUK_DS2_DK_SC_MWH","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","5"
"344","853ecb7b-54fe-4618-857d-7a696726b203","0","0","DUKE_ICCP_DUKE_DATA","DUKE,DS3_SC_SCHEDULE_ECHO:A","1","0","DUK_DS3_CME_PMPA_MWH","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","5"
"345","c44d567a-3f2f-4d38-b11b-43a3cc91e034","0","0","DUKE_ICCP_DUKE_DATA","DUKE,DS4_SC_BKSTD_SCHEDULE_ECHO:A","1","0","DUK_DS4_DK_PMPA_MWH","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","5"
"346","34046c5e-b67c-416b-bf2a-f06e230bb7ea","0","0","DUKE_ICCP_PMPA_DATA","BOB,IAMZERO:A","1","0","PMPA_DS1_DUKE_MW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","6"
"347","55e63f91-6686-426c-b280-3cf5a398c377","0","0","DUKE_ICCP_PMPA_DATA","BOB,IAMZERO:A","1","0","PMPA_DS2_DUKE_MW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","6"
"348","1e564a2d-c646-43dd-bbe3-897ad5002253","0","0","DUKE_ICCP_PMPA_DATA","BOB,IAMZERO:A","1","0","PMPA_DS3_DUKE_MW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","6"
"349","6ba7a860-c5ee-4e22-8981-f3d460080b22","0","0","DUKE_ICCP_PMPA_DATA","BOB,IAMZERO:A","1","0","PMPA_DS1_DUKE_MWH","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","5"
"350","bf13e3d2-a912-4515-983b-3321b6b890b5","0","0","DUKE_ICCP_PMPA_DATA","BOB,IAMZERO:A","1","0","PMPA_DS2_DUKE_MWH","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","5"
"351","76f8d9ff-9000-4a32-9892-cbc7935b4d2b","0","0","DUKE_ICCP_PMPA_DATA","BOB,IAMZERO:A","1","0","PMPA_DS3_DUKE_MWH","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","5"
"352","7fa61093-b1bc-4bc6-a5d8-38a130991d82","0","0","DUKE_ICCP_PMPA_DATA","SANTEE,DS1_SC_SIGNAL:A","1","0","PMPA_ECHO_DS1_SC_DK_MW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","6"
"353","0d3093f2-74cd-4a4c-9575-d6340d840818","0","0","DUKE_ICCP_PMPA_DATA","SANTEE,DS2_SC_SIGNAL:A","1","0","PMPA_ECHO_DS2_DK_SC_MW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","6"
"354","e1558a6d-e367-4267-8b8c-9e3bead83574","0","0","DUKE_ICCP_PMPA_DATA","SANTEE,DS3_SC_SIGNAL:A","1","0","PMPA_ECHO_DS3_CME_PMPA_MW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","6"
"355","a67a5aaa-12e2-4735-b388-38c6f99018c1","0","0","DUKE_ICCP_PMPA_DATA","SANTEE,DS4_SC_BKSTD_SIGNAL:A","1","0","PMPA_ECHO_DS4_DK_PMPA_MW","1","1","0","0","0","0","0","0","0","3","0","1","0","1","0","0","0","0","0","0","6"
