"PKey","Name","ProjectId","ProjectMap","SetId","Pid","AddrSlct","Address","Alias","AliasType","P1","P2","P3","P4","P5","P6","P7","P8","Type","Format","IsScale","ScaleOffst","ScaleFact","IsDeadband","Deadband","IsModify","MsInput","MsOutput","MsAutoSubs","MsUnit"
"561","c14c55e8-db0d-4c31-b938-46bfbc5847a0","0","0","RTAC_DESET","ROC09,FREQUENCY:A","0","1835","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"562","fce6c7c8-7e7a-4edc-aff6-e4d90418f755","0","0","RTAC_DESET","ROC09,KVAR:A","0","1833","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"563","c3a1ebda-c759-4e6f-8dc4-b1b5647bd8fe","0","0","RTAC_DESET","ROC09,KVAR_COMP:A","0","1831","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"564","67c7e5bf-50ba-4c74-b1ed-968f1226db4f","0","0","RTAC_DESET","ROC09,KW:A","0","1832","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"565","e7288089-b53b-439d-b94e-942708d741ed","0","0","RTAC_DESET","GAF01A,FREQUENCY:A","0","755","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"566","243e3ee7-eb12-4df8-baeb-5af04c449a72","0","0","RTAC_DESET","GAF01A,KVAR:A","0","753","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"567","3053701f-1137-4881-9860-a789bd0a5aea","0","0","RTAC_DESET","UNI04,PF:A","0","2074","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"568","031c1c44-40a6-4795-bcfd-5e796cadb933","0","0","RTAC_DESET","UNI04,PF_A:A","0","2086","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"569","689a2739-0b1e-415f-9d8e-9d42aebe9083","0","0","RTAC_DESET","UNI04,PF_B:A","0","2087","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"570","8e9274f0-6072-4af8-ba51-af5cf14768bc","0","0","RTAC_DESET","GAF01A,KVAR_COMP:A","0","751","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"571","0d100ed5-304c-4303-a0ad-b03dc0ac9276","0","0","RTAC_DESET","GAF01A,KW:A","0","752","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"572","bb27a2e1-b167-4c17-aae4-ff45c071ab6d","0","0","RTAC_DESET","UNI04,PF_C:A","0","2088","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"573","f6bcc303-bb36-417d-a89c-c1bb96858f21","0","0","RTAC_DESET","EAS01,FREQUENCY:A","0","515","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"574","f1c0dc2d-5872-4d93-ae34-c26d8135beaa","0","0","RTAC_DESET","EAS01,KVAR:A","0","513","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"575","b3143a1e-5b73-4cb3-8861-b0ca02edafb8","0","0","RTAC_DESET","ROC09,KW_COMP:A","0","1830","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"576","b2701ee1-2aba-46d4-a0c9-c8e6b0240009","0","0","RTAC_DESET","UNI04,V_A:A","0","2079","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"577","c74a6cb8-ab5b-474b-b06a-9ff04addfb63","0","0","RTAC_DESET","GAF01A,KW_COMP:A","0","750","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"578","179a2e20-7cfb-40ce-a71f-edaa21561e08","0","0","RTAC_DESET","EAS01,KVAR_COMP:A","0","511","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"579","1a744e50-ba18-43d6-842d-2c079eeafb35","0","0","RTAC_DESET","EAS01,KW:A","0","512","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"580","c1ca6755-655c-44bd-9b13-d45e4451b8d2","0","0","RTAC_DESET","UNI04,V_B:A","0","2080","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"581","1bc1bab6-9171-4c84-bd81-c584b8aad24f","0","0","RTAC_DESET","GRE06,FREQUENCY:A","0","1085","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"582","9980cf8d-12a5-4a80-a95c-a966fa70a07b","0","0","RTAC_DESET","UNI04,V_C:A","0","2081","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"583","b9274207-d5a1-479a-bb8f-8beee958aa33","0","0","RTAC_DESET","EAS01,KW_COMP:A","0","510","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"584","b6dddd67-8f54-4fe5-b029-88c233037767","0","0","RTAC_DESET","GAF01A,PF:A","0","754","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"585","15907c5a-b318-446d-a0d0-beb5abb8014d","0","0","RTAC_DESET","EAS01,PF:A","0","514","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"586","e4f0bc05-107d-462b-8292-73d7926118f8","0","0","RTAC_DESET","EAS01,PF_A:A","0","526","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"587","0670eed4-9a6f-4ae4-85b7-d4ce1ad498da","0","0","RTAC_DESET","EAS01,PF_B:A","0","527","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"588","f3fdbacd-0e2d-452c-b2a7-197b29edcf9c","0","0","RTAC_DESET","EAS01,PF_C:A","0","528","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"589","ff049c9d-3253-4632-ba0f-3999585f6238","0","0","RTAC_DESET","GAF01A,PF_A:A","0","766","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"590","d87a31cb-74c6-4482-8a7a-4993404c8bdf","0","0","RTAC_DESET","GAF01A,PF_B:A","0","767","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"591","c581f2e9-e227-4647-b56b-7f37f924c109","0","0","RTAC_DESET","GAF01A,PF_C:A","0","768","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"592","2d1ffe27-0cce-479b-9067-7fa78eec5196","0","0","RTAC_DESET","ROC09,PF:A","0","1834","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"593","752e95b4-e9da-4fd1-87c4-1654f61da949","0","0","RTAC_DESET","ROC09,PF_A:A","0","1846","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"594","84a33ed5-834c-4764-9ad0-48f4e018fc01","0","0","RTAC_DESET","GRE06,KVAR:A","0","1083","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"595","323046b9-484e-4f3f-a265-7c0772a6c127","0","0","RTAC_DESET","ROC09,PF_B:A","0","1847","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"596","e76fc52c-3e2e-40f5-986a-c9a9636af948","0","0","RTAC_DESET","ROC09,PF_C:A","0","1848","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"597","1a0b82f0-ba61-449f-9eec-896d5e742d00","0","0","RTAC_DESET","LAU03,FREQUENCY:A","0","1415","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"598","c569c9ee-2a90-4e39-abf2-9c8cdc273294","0","0","RTAC_DESET","GRE06,KVAR_COMP:A","0","1081","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"599","653b96f6-230e-44c5-993d-5673f8a5b104","0","0","RTAC_DESET","GRE06,KW:A","0","1082","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"600","844165e4-9d1d-4476-90e7-85d8ef60bb4c","0","0","RTAC_DESET","UNI06,A_A:A","0","2112","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"601","9a9e53e9-32ec-4899-b201-530d63729907","0","0","RTAC_DESET","LAU03,KVAR:A","0","1413","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"602","195bc34f-a7c9-4959-8a84-a619b440f084","0","0","RTAC_DESET","UNI06,A_B:A","0","2113","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"603","f9e8c8fe-eb8e-4fc7-9121-b1f0adfe5461","0","0","RTAC_DESET","GRE06,KW_COMP:A","0","1080","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"604","dd47806d-9b37-49cc-99df-8c8e1caac204","0","0","RTAC_DESET","ROC09,V_A:A","0","1839","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"605","aabbfda7-1b85-45f9-b87d-3d60be3317c4","0","0","RTAC_DESET","GRE06,PF:A","0","1084","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"606","e6ad090e-7ae6-45d5-acd8-0bc271679972","0","0","RTAC_DESET","GRE06,PF_A:A","0","1096","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"607","593c2571-e5c2-4b06-a0ae-b95c512e86a6","0","0","RTAC_DESET","GRE06,PF_B:A","0","1097","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"608","d5347a75-eb49-49d6-a5e3-b92963716c0c","0","0","RTAC_DESET","GRE06,PF_C:A","0","1098","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"609","7dfe9374-b4cc-4dfd-8fee-4fcdf84542be","0","0","RTAC_DESET","ROC09,V_B:A","0","1840","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"610","af3fcbd9-8d21-4edf-a5ee-ef56506dacf4","0","0","RTAC_DESET","ROC09,V_C:A","0","1841","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"611","a0f3d5b5-5610-4f0f-97c5-d8ad4132626a","0","0","RTAC_DESET","LAU03,KVAR_COMP:A","0","1411","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"612","0d7317ec-0a48-46c1-a751-0da14d85c7bf","0","0","RTAC_DESET","LAU03,KW:A","0","1412","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"613","47241471-b0a9-4ec1-82fa-c87c2c4ec9b1","0","0","RTAC_DESET","UNI06,A_C:A","0","2114","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"614","2a970fe2-fd59-4674-a186-d1c9545ac4ae","0","0","RTAC_DESET","ROC07B,A_A:A","0","1782","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"615","7dfc8f32-7734-493a-b02e-bf55cc8278d1","0","0","RTAC_DESET","UNI06,A_N:A","0","2115","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"616","0eed1ff9-8c3e-4e2e-80b6-3e37dbb9f71d","0","0","RTAC_DESET","LAU03,KW_COMP:A","0","1410","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"617","de1b8146-12b9-4789-b49d-16d01b15e04e","0","0","RTAC_DESET","GAF01A,V_A:A","0","759","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"618","8eec08f1-3a40-400c-b84e-f4d3ca13b52c","0","0","RTAC_DESET","GAF01A,V_B:A","0","760","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"619","cfb20806-440e-4f3c-9817-fc5aa7c9e71a","0","0","RTAC_DESET","GAF01A,V_C:A","0","761","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"620","44f9730c-fc89-40e9-9583-0765eab854ab","0","0","RTAC_DESET","ROC07B,A_B:A","0","1783","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"621","b966439c-aa77-4cb1-9a89-669aa81dd2f5","0","0","RTAC_DESET","EAS01,V_A:A","0","519","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"622","244358a7-057b-441e-b622-4440f0938933","0","0","RTAC_DESET","EAS01,V_B:A","0","520","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"623","4a360bd7-9bb0-4514-9fc1-060e41f88c37","0","0","RTAC_DESET","EAS01,V_C:A","0","521","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"624","dfc9d24d-ee91-4327-8ab8-0255b7a8e0ab","0","0","RTAC_DESET","LAU03,PF:A","0","1414","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"625","93b0175c-7ea0-4ac5-b20d-677db3b6d6b7","0","0","RTAC_DESET","LAU03,PF_A:A","0","1426","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"626","8666c9a2-4c98-4b62-ac87-b69a013832c0","0","0","RTAC_DESET","LAU03,PF_B:A","0","1427","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"627","963f268a-1534-4b57-bdbc-329e9b34b1d2","0","0","RTAC_DESET","LAU03,PF_C:A","0","1428","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"628","cb9bb3d5-9d06-43cb-91c7-11e3467fb768","0","0","RTAC_DESET","GAF01B,A_A:A","0","792","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"629","1c2cba93-763e-4523-bb82-a2c96b8c4871","0","0","RTAC_DESET","EAS03,A_A:A","0","552","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"630","c6302e44-d244-4c84-ad1a-757fa6fe9800","0","0","RTAC_DESET","EAS03,A_B:A","0","553","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"631","6bb73fdd-6eb9-4f79-a94e-6a4fcf026447","0","0","RTAC_DESET","EAS03,A_C:A","0","554","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"632","3da9d942-34a1-4f92-ae6f-f7f6e33fb3b3","0","0","RTAC_DESET","EAS03,A_N:A","0","555","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"633","0fd1a42d-3d27-4ee5-a317-8fa0a0b8c6be","0","0","RTAC_DESET","GAF01B,A_B:A","0","793","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"634","4ca7ab13-2e41-4de4-bfbe-2dc316201050","0","0","RTAC_DESET","GAF01B,A_C:A","0","794","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"635","d10ab970-6383-4e34-9991-b67e4cf30fc9","0","0","RTAC_DESET","GAF01B,A_N:A","0","795","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"636","7bd94338-0170-4281-b742-90ff673f15e1","0","0","RTAC_DESET","ROC07B,A_C:A","0","1784","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"637","28371f7a-ccb8-4902-a040-b6cbbc210298","0","0","RTAC_DESET","ROC07B,A_N:A","0","1785","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"638","e659b2b4-b439-4c91-8429-32eaf1c6a765","0","0","RTAC_DESET","ROC07B,FREQUENCY:A","0","1775","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"639","51425153-e6b8-4a2f-b187-ca839b51c53e","0","0","RTAC_DESET","ROC07B,KVAR:A","0","1773","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"640","3603303c-400b-4d08-b656-db9a75771f2c","0","0","RTAC_DESET","ROC07B,KVAR_COMP:A","0","1771","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"641","25f6e96f-2215-4ba7-a32c-a0b321d3d276","0","0","RTAC_DESET","NEW06A,FREQUENCY:A","0","1625","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"642","2ee8ea2b-4785-4d40-be45-82b132bebd95","0","0","RTAC_DESET","ROC07B,KW:A","0","1772","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"643","e3428d4e-e36a-429a-8a38-6ca2649b5baf","0","0","RTAC_DESET","UNI06,FREQUENCY:A","0","2105","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"644","554c27fe-b695-4e70-aa8b-94f806b1f32f","0","0","RTAC_DESET","NEW06A,KVAR:A","0","1623","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"645","3a263e7d-0af2-4c02-8711-75bcafcf3c35","0","0","RTAC_DESET","UNI06,KVAR:A","0","2103","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"646","00cf7e4e-f582-420e-8e27-207ed5342b89","0","0","RTAC_DESET","UNI06,KVAR_COMP:A","0","2101","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"647","bbcb9e59-77ea-44dc-b0a6-d0e858529448","0","0","RTAC_DESET","ROC07B,KW_COMP:A","0","1770","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"648","de074c50-af5e-40d5-8e46-408efd34fbab","0","0","RTAC_DESET","GRE06,V_A:A","0","1089","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"649","ddb202fa-d268-414c-a76a-79fecffbd6be","0","0","RTAC_DESET","GRE06,V_B:A","0","1090","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"650","23940782-8e94-4a4e-b512-5d943cd0b340","0","0","RTAC_DESET","GRE06,V_C:A","0","1091","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"651","34fab93f-380d-4657-a2a0-4c3792f5ec91","0","0","RTAC_DESET","NEW06A,KVAR_COMP:A","0","1621","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"652","1e511ca3-551d-4fdb-9949-1d52e78f0b0f","0","0","RTAC_DESET","NEW06A,KW:A","0","1622","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"653","3d3a4bee-11ee-44b6-8b39-17e7f609c510","0","0","RTAC_DESET","UNI06,KW:A","0","2102","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"654","cf9ad787-2952-4ef0-b48f-1d301348bc82","0","0","RTAC_DESET","ROC07B,PF:A","0","1774","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"655","e99b7b73-5b8c-431c-9a28-222a7b84df92","0","0","RTAC_DESET","UNI06,KW_COMP:A","0","2100","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"656","fd8f4237-dc5c-494f-a3aa-b02d064e4e77","0","0","RTAC_DESET","GRE05A,A_A:A","0","1032","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"657","a652a974-ebb8-453a-b324-3c473790a487","0","0","RTAC_DESET","GRE05A,A_B:A","0","1033","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"658","8bf1f981-1e15-4ca3-87d3-d0ce9862bed7","0","0","RTAC_DESET","GRE05A,A_C:A","0","1034","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"659","7f7897f7-9ecf-45fb-bc48-07986cf50776","0","0","RTAC_DESET","GRE05A,A_N:A","0","1035","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"660","03988271-e0d8-454f-98e5-b53cb4e5acc9","0","0","RTAC_DESET","GAF01B,FREQUENCY:A","0","785","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"661","48cd66d3-973f-4bf8-95ac-ac110bedcac3","0","0","RTAC_DESET","GAF01B,KVAR:A","0","783","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"662","368b174a-59e4-4ee9-bf47-ab132434fe42","0","0","RTAC_DESET","NEW06A,KW_COMP:A","0","1620","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"663","af48e8fb-db3a-40b5-904a-145ec8279dff","0","0","RTAC_DESET","ROC07B,PF_A:A","0","1786","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"664","9b4307d1-874c-458a-915a-32cea88ce001","0","0","RTAC_DESET","EAS03,FREQUENCY:A","0","545","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"665","9d555b6a-3b72-46ed-8bca-db7ebbe1e783","0","0","RTAC_DESET","EAS03,KVAR:A","0","543","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"666","ad093ee9-4ae5-4910-8e24-4e36d3c8d30a","0","0","RTAC_DESET","NEW06A,PF:A","0","1624","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"667","0a2bac8b-4aea-4a25-bf91-3d94b6aab298","0","0","RTAC_DESET","GAF01B,KVAR_COMP:A","0","781","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"668","3665c298-c009-4c6b-9ba9-64433dcf7e45","0","0","RTAC_DESET","GAF01B,KW:A","0","782","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"669","fc04d579-e356-47f8-a762-8bb419f495d4","0","0","RTAC_DESET","EAS03,KVAR_COMP:A","0","541","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"670","dcad847e-5f94-4855-beaa-406468570159","0","0","RTAC_DESET","EAS03,KW:A","0","542","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"671","bf06522c-8c0b-4ac8-9c9a-bfca2e7f3e3e","0","0","RTAC_DESET","UNI06,PF:A","0","2104","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"672","3554c99c-03a2-4eee-a7d6-55c23c4c4115","0","0","RTAC_DESET","UNI06,PF_A:A","0","2116","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"673","1e8d6645-7415-406e-b994-bae9d5c763e7","0","0","RTAC_DESET","UNI06,PF_B:A","0","2117","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"674","55b52b32-c81d-4251-a2eb-e086bdde3d5a","0","0","RTAC_DESET","EAS03,KW_COMP:A","0","540","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"675","63a66efa-57fb-483c-a442-1ee28219a46f","0","0","RTAC_DESET","ROC07B,PF_B:A","0","1787","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"676","5f3d86ce-8a0e-425e-84d3-58ea8af4cf6e","0","0","RTAC_DESET","EAS03,PF:A","0","544","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"677","93476ae6-bbfe-423b-89ea-dd4f5e4b708c","0","0","RTAC_DESET","EAS03,PF_A:A","0","556","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"678","32a5cf75-6267-4031-a337-4be73c0a9d0b","0","0","RTAC_DESET","EAS03,PF_B:A","0","557","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"679","c1eb6ffc-f6d9-459a-996a-84231b1cf79e","0","0","RTAC_DESET","EAS03,PF_C:A","0","558","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"680","a945c244-fe21-4a8a-b1f5-cb9956150792","0","0","RTAC_DESET","UNI06,PF_C:A","0","2118","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"681","c88fd8da-107c-4c49-84a3-40680b76bf8d","0","0","RTAC_DESET","GAF01B,KW_COMP:A","0","780","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"682","6439ae46-4a47-4c8f-819f-6f11bb6cb291","0","0","RTAC_DESET","NEW06A,PF_A:A","0","1636","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"683","2209e565-5a6b-41fb-bd39-45f17d9512fd","0","0","RTAC_DESET","GAF01B,PF:A","0","784","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"684","637647c6-58c7-4860-88cc-0786f47f120a","0","0","RTAC_DESET","GAF01B,PF_A:A","0","796","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"685","88c7d6ac-e3fb-49c7-94e2-c86af0a4169f","0","0","RTAC_DESET","GAF01B,PF_B:A","0","797","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"686","4e4996d8-8744-4fb8-8443-97c962a019df","0","0","RTAC_DESET","GAF01B,PF_C:A","0","798","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"687","2216116e-2fa3-4c1b-83e8-2233306f7572","0","0","RTAC_DESET","NEW06A,PF_B:A","0","1637","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"688","ae4aca6b-7baf-4d11-bcba-a3c43d092028","0","0","RTAC_DESET","NEW06A,PF_C:A","0","1638","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"689","b0921c7a-2f7e-433e-a635-45e2f2e49d5d","0","0","RTAC_DESET","ROC07B,PF_C:A","0","1788","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"690","d409d283-00a2-4a67-9418-b8cbccf78002","0","0","RTAC_DESET","LAU03,V_A:A","0","1419","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"691","51aa8105-bbbc-472d-84f1-0f91825898ca","0","0","RTAC_DESET","LAU03,V_B:A","0","1420","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"692","f6a370d6-cfcd-474c-a240-7553ee3652ea","0","0","RTAC_DESET","LAU03,V_C:A","0","1421","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
