RTUID,NAME,ENGUNITS,SCALEFACT,STATIONPID,PREMGHI,PREMGSEVHI,EMGHI,EMGSEVHI,PREMGLO,PREMGSEVLO,EMGLO,EMGSEVLO
GAF02_CHK,CHK_V,V,0.000525,GAF02,0,0,0,0,0,0,0,0
GAF02_CHK,CHK_V_A,V,0.000525,GAF02,0,0,0,0,0,0,0,0
GAF02_CHK,CHK_V_B,V,0.000525,GAF02,0,0,0,0,0,0,0,0
GAF02_CHK,CHK_V_C,V,0.000525,GAF02,0,0,0,0,0,0,0,0
GAF02_CHK,CHK_A,A,0.2,GAF02,0,0,0,0,0,0,0,0
GAF02_CHK,CHK_A_A,A,0.2,GAF02,0,0,0,0,0,0,0,0
GAF02_CHK,CHK_A_B,A,0.2,GAF02,0,0,0,0,0,0,0,0
GAF02_CHK,CHK_A_C,A,0.2,GAF02,0,0,0,0,0,0,0,0
GAF02_CHK,CHK_PF,,0.001,GAF02,0,0,0,0,0,0,0,0
GAF02_CHK,CHK_PF_A,,0.001,GAF02,0,0,0,0,0,0,0,0
GAF02_CHK,CHK_PF_B,,0.001,GAF02,0,0,0,0,0,0,0,0
GAF02_CHK,CHK_PF_C,,0.001,GAF02,0,0,0,0,0,0,0,0
GAF02_CHK,CHK_KW,KW,0.105,GAF02,0,0,0,0,0,0,0,0
,CLI_KW,,1.0,SYS$,0,0,0,0,0,0,0,0
,CLI_KVAR,,1.0,SYS$,0,0,0,0,0,0,0,0
,ABB_KW,,1.0,SYS$,0,0,0,0,0,0,0,0
,ABB_KVAR,,1.0,SYS$,0,0,0,0,0,0,0,0
,NEW_KW,,1.0,SYS$,0,0,0,0,0,0,0,0
,NEW_KVAR,,1.0,SYS$,0,0,0,0,0,0,0,0
,UNI_KW,,1.0,SYS$,0,0,0,0,0,0,0,0
,KW_COMP,KW,1.0,GAF02,0,0,0,0,0,0,0,0
,KW_A,KW,0.0,GAF02,0,0,0,0,0,0,0,0
,KW_B,KW,0.0,GAF02,0,0,0,0,0,0,0,0
,KW_C,KW,0.0,GAF02,0,0,0,0,0,0,0,0
,KVAR,KVAR,0.0,GAF02,0,0,0,0,0,0,0,0
,KVAR_A,KVAR,0.0,GAF02,0,0,0,0,0,0,0,0
,KVAR_B,KVAR,0.0,GAF02,0,0,0,0,0,0,0,0
,KVAR_C,KVAR,0.0,GAF02,0,0,0,0,0,0,0,0
,V,V,0.0,GAF02,0,0,0,0,0,0,0,0
,V_A,V,0.0,GAF02,0,0,0,0,0,0,0,0
,V_B,V,0.0,GAF02,0,0,0,0,0,0,0,0
,V_C,V,0.0,GAF02,0,0,0,0,0,0,0,0
,A,A,0.0,GAF02,0,0,0,0,0,0,0,0
,A_A,A,0.0,GAF02,0,0,0,0,0,0,0,0
,A_B,A,0.0,GAF02,0,0,0,0,0,0,0,0
,A_C,A,0.0,GAF02,0,0,0,0,0,0,0,0
,PF,,0.0,GAF02,0,0,0,0,0,0,0,0
,PF_A,,0.0,GAF02,0,0,0,0,0,0,0,0
,PF_B,,0.0,GAF02,0,0,0,0,0,0,0,0
,PF_C,,0.0,GAF02,0,0,0,0,0,0,0,0
,KW,KW,1.0,GAF02,0,0,0,0,0,0,0,0
,UNI_KVAR,,1.0,SYS$,0,0,0,0,0,0,0,0
,GAF_KW,,1.0,SYS$,0,0,0,0,0,0,0,0
,GAF_KVAR,,1.0,SYS$,0,0,0,0,0,0,0,0
,GRE_KW,,1.0,SYS$,0,0,0,0,0,0,0,0
,GRE_KVAR,,1.0,SYS$,0,0,0,0,0,0,0,0
,ROC_KW,,1.0,SYS$,0,0,0,0,0,0,0,0
,ROC_KVAR,,1.0,SYS$,0,0,0,0,0,0,0,0
,KW_COMP_Estimate,KW,1.0,GAF02,0,0,0,0,0,0,0,0
,60_MIN_KW,KW,0.0,GAF02,0,0,0,0,0,0,0,0
,60_MIN_KVAR,KVAR,0.0,GAF02,0,0,0,0,0,0,0,0
,60MIN_KW,KW,0.0,GAF02,0,0,0,0,0,0,0,0
,60MIN_KVAR,KVAR,0.0,GAF02,0,0,0,0,0,0,0,0
GRE02A_PRI,PRI_KW_COMP,KW,0.12,GRE02A,0,0,0,0,0,0,0,0
GRE02A_PRI,PRI_KW_A,KW,0.12,GRE02A,0,0,0,0,0,0,0,0
GRE02A_PRI,PRI_KW_B,KW,0.12,GRE02A,0,0,0,0,0,0,0,0
GRE02A_PRI,PRI_KW_C,KW,0.12,GRE02A,0,0,0,0,0,0,0,0
GRE02A_PRI,PRI_KVAR,KVAR,0.12,GRE02A,0,0,0,0,0,0,0,0
,PRI_KVAR_A,KVAR,1.0,GRE02A,0,0,0,0,0,0,0,0
,PRI_KVAR_B,KVAR,1.0,GRE02A,0,0,0,0,0,0,0,0
,PRI_KVAR_C,KVAR,1.0,GRE02A,0,0,0,0,0,0,0,0
GRE02A_PRI,PRI_V,V,0.0006,GRE02A,0,0,0,0,0,0,0,0
GRE02A_PRI,PRI_V_A,V,0.0006,GRE02A,0,0,0,0,4,3,0,0
GRE02A_PRI,PRI_V_B,V,0.0006,GRE02A,0,0,0,0,4,3,0,0
GRE02A_PRI,PRI_V_C,V,0.0006,GRE02A,0,0,0,0,4,3,0,0
GRE02A_PRI,PRI_A,A,2.0,GRE02A,0,0,0,0,0,0,0,0
GRE02A_PRI,PRI_A_A,A,2.0,GRE02A,0,0,0,0,5,3,0,0
GRE02A_PRI,PRI_A_B,A,2.0,GRE02A,0,0,0,0,5,3,0,0
GRE02A_PRI,PRI_A_C,A,2.0,GRE02A,0,0,0,0,5,3,0,0
GRE02A_PRI,PRI_PF,,0.01,GRE02A,0,0,0,0,0,0,0,0
,PRI_PF_A,,1.0,GRE02A,0,0,0,0,0,0,0,0
,PRI_PF_B,,1.0,GRE02A,0,0,0,0,0,0,0,0
,PRI_PF_C,,1.0,GRE02A,0,0,0,0,0,0,0,0
GRE02A_PRI,PRI_KW,KW,0.12,GRE02A,0,0,0,0,0,0,0,0
ION8650_TEST,PRI_KW_COMP,KW,0.072,MOONBEAM,10,3,0,0,0,0,0,0
ION8650_TEST,PRI_KVAR_COMP,KVAR,0.072,MOONBEAM,0,0,0,0,0,0,0,0
ION8650_TEST,PRI_PF,,0.01,MOONBEAM,0,0,0,0,0,0,0,0
,PMPA_KVAR_COMP_WUNION,,1.0,SYS$,0,0,0,0,0,0,0,0
,PMPA_MVAR_COMP_WUNION,,1.0,SYS$,0,0,0,0,0,0,0,0
,PMPA_MVAR_COMP_WLOSS_WUNION,,1.0,SYS$,0,0,0,0,0,0,0,0
,PMPA_MVAR_COMP_WLOSS,,1.0,SYS$,0,0,0,0,0,0,0,0
GRE02A_CHK,CHK_KW_COMP,KW,0.12,GRE02A,0,0,0,0,0,0,0,0
GRE02A_CHK,CHK_KW_A,KW,0.12,GRE02A,0,0,0,0,0,0,0,0
GRE02A_CHK,CHK_KW_B,KW,0.12,GRE02A,0,0,0,0,0,0,0,0
GRE02A_CHK,CHK_KW_C,KW,0.12,GRE02A,0,0,0,0,0,0,0,0
GRE02A_CHK,CHK_KVAR_COMP,KVAR,0.12,GRE02A,0,0,0,0,0,0,0,0
,CHK_KVAR_A,KVAR,1.0,GRE02A,0,0,0,0,0,0,0,0
,CHK_KVAR_B,KVAR,1.0,GRE02A,0,0,0,0,0,0,0,0
,CHK_KVAR_C,KVAR,1.0,GRE02A,0,0,0,0,0,0,0,0
GRE02A_CHK,CHK_V,V,0.0006,GRE02A,0,0,0,0,0,0,0,0
GRE02A_CHK,CHK_V_A,V,0.0006,GRE02A,0,0,0,0,0,0,0,0
GRE02A_CHK,CHK_V_B,V,0.0006,GRE02A,0,0,0,0,0,0,0,0
GRE02A_CHK,CHK_V_C,V,0.0006,GRE02A,0,0,0,0,0,0,0,0
GRE02A_CHK,CHK_A,A,2.0,GRE02A,0,0,0,0,0,0,0,0
GRE02A_CHK,CHK_A_A,A,2.0,GRE02A,0,0,0,0,0,0,0,0
GRE02A_CHK,CHK_A_B,A,2.0,GRE02A,0,0,0,0,0,0,0,0
GRE02A_CHK,CHK_A_C,A,2.0,GRE02A,0,0,0,0,0,0,0,0
GRE02A_CHK,CHK_PF,,0.01,GRE02A,0,0,0,0,0,0,0,0
,CHK_PF_A,,1.0,GRE02A,0,0,0,0,0,0,0,0
,CHK_PF_B,,1.0,GRE02A,0,0,0,0,0,0,0,0
,CHK_PF_C,,1.0,GRE02A,0,0,0,0,0,0,0,0
GRE02A_CHK,CHK_KW,KW,0.12,GRE02A,0,0,0,0,0,0,0,0
ROC07A_CHK,CHK_KVAR_COMP,KVAR,0.288,ROC07A,0,0,0,0,0,0,0,0
ROC07A_CHK,CHK_FREQUENCY,,0.01,ROC07A,0,0,0,0,0,0,0,0
ROC07A_CHK,CHK_A_N,A,2.0,ROC07A,0,0,0,0,0,0,0,0
ROC07A_CHK,CHK_KW,KW,0.288,ROC07A,0,0,0,0,0,0,0,0
ROC07A_PRI,PRI_A_N,A,2.0,ROC07A,0,0,0,0,0,0,0,0
ROC07A_PRI,PRI_FREQUENCY,,0.01,ROC07A,0,0,0,0,0,0,0,0
ROC07A_PRI,PRI_KW,KW,0.288,ROC07A,0,0,0,0,0,0,0,0
,KW_COMP,KW,1.0,GRE02A,0,0,0,0,0,0,0,0
,KW_A,KW,1.0,GRE02A,0,0,0,0,0,0,0,0
,KW_B,KW,1.0,GRE02A,0,0,0,0,0,0,0,0
,KW_C,KW,1.0,GRE02A,0,0,0,0,0,0,0,0
,KVAR,KVAR,1.0,GRE02A,0,0,0,0,0,0,0,0
,KVAR_A,KVAR,1.0,GRE02A,0,0,0,0,0,0,0,0
,KVAR_B,KVAR,1.0,GRE02A,0,0,0,0,0,0,0,0
,KVAR_C,KVAR,1.0,GRE02A,0,0,0,0,0,0,0,0
,V,V,1.0,GRE02A,0,0,0,0,0,0,0,0
,V_A,V,1.0,GRE02A,0,0,0,0,0,0,0,0
,V_B,V,1.0,GRE02A,0,0,0,0,0,0,0,0
,V_C,V,1.0,GRE02A,0,0,0,0,0,0,0,0
,A,A,1.0,GRE02A,0,0,0,0,0,0,0,0
,A_A,A,1.0,GRE02A,0,0,0,0,0,0,0,0
,A_B,A,1.0,GRE02A,0,0,0,0,0,0,0,0
,A_C,A,1.0,GRE02A,0,0,0,0,0,0,0,0
,PF,,1.0,GRE02A,0,0,0,0,0,0,0,0
,PF_A,,1.0,GRE02A,0,0,0,0,0,0,0,0
,PF_B,,1.0,GRE02A,0,0,0,0,0,0,0,0
,PF_C,,1.0,GRE02A,0,0,0,0,0,0,0,0
,KW,KW,1.0,GRE02A,0,0,0,0,0,0,0,0
ROC07A_PRI,PRI_KVAR,KVAR,0.288,ROC07A,0,0,0,0,0,0,0,0
ROC07A_PRI,PRI_KW_COMP,KW,0.288,ROC07A,0,0,0,0,0,0,0,0
ROC07A_PRI,PRI_KW_A,KW,0.288,ROC07A,0,0,0,0,0,0,0,0
ROC07A_PRI,PRI_KW_B,KW,0.288,ROC07A,0,0,0,0,0,0,0,0
ROC07A_PRI,PRI_KW_C,KW,0.288,ROC07A,0,0,0,0,0,0,0,0
ROC07A_PRI,PRI_KVAR_COMP,KVAR,0.288,ROC07A,0,0,0,0,0,0,0,0
,PRI_KVAR_A,KVAR,1.0,ROC07A,0,0,0,0,0,0,0,0
,KW_COMP_Estimate,KW,1.0,GRE02A,0,0,0,0,0,0,0,0
,60_MIN_KW,KW,1.0,GRE02A,0,0,0,0,0,0,0,0
,60_MIN_KVAR,KVAR,1.0,GRE02A,0,0,0,0,0,0,0,0
,60MIN_KW,KW,1.0,GRE02A,0,0,0,0,0,0,0,0
,60MIN_KVAR,KVAR,1.0,GRE02A,0,0,0,0,0,0,0,0
GRE02B_PRI,PRI_KW_COMP,KW,0.18,GRE02B,0,0,0,0,0,0,0,0
GRE02B_PRI,PRI_KW_A,KW,0.18,GRE02B,0,0,0,0,0,0,0,0
GRE02B_PRI,PRI_KW_B,KW,0.18,GRE02B,0,0,0,0,0,0,0,0
GRE02B_PRI,PRI_KW_C,KW,0.18,GRE02B,0,0,0,0,0,0,0,0
GRE02B_PRI,PRI_KVAR,KVAR,0.18,GRE02B,0,0,0,0,0,0,0,0
,PRI_KVAR_A,KVAR,1.0,GRE02B,0,0,0,0,0,0,0,0
,PRI_KVAR_B,KVAR,1.0,GRE02B,0,0,0,0,0,0,0,0
,PRI_KVAR_C,KVAR,1.0,GRE02B,0,0,0,0,0,0,0,0
GRE02B_PRI,PRI_V,V,0.0006,GRE02B,0,0,0,0,0,0,0,0
GRE02B_PRI,PRI_V_A,V,0.0006,GRE02B,0,0,0,0,4,3,0,0
GRE02B_PRI,PRI_V_B,V,0.0006,GRE02B,0,0,0,0,4,3,0,0
GRE02B_PRI,PRI_V_C,V,0.0006,GRE02B,0,0,0,0,4,3,0,0
GRE02B_PRI,PRI_A,A,3.0,GRE02B,0,0,0,0,0,0,0,0
GRE02B_PRI,PRI_A_A,A,3.0,GRE02B,0,0,0,0,5,3,0,0
GRE02B_PRI,PRI_A_B,A,3.0,GRE02B,0,0,0,0,5,3,5,3
GRE02B_PRI,PRI_A_C,A,3.0,GRE02B,0,0,0,0,5,3,0,0
GRE02B_PRI,PRI_PF,,0.01,GRE02B,0,0,0,0,0,0,0,0
,PRI_PF_A,,1.0,GRE02B,0,0,0,0,0,0,0,0
,PRI_PF_B,,1.0,GRE02B,0,0,0,0,0,0,0,0
,PRI_PF_C,,1.0,GRE02B,0,0,0,0,0,0,0,0
,PRI_KVAR_B,KVAR,1.0,ROC07A,0,0,0,0,0,0,0,0
,PRI_KVAR_C,KVAR,1.0,ROC07A,0,0,0,0,0,0,0,0
ROC07A_PRI,PRI_V,V,0.0012,ROC07A,0,0,0,0,0,0,0,0
ROC07A_PRI,PRI_V_A,V,0.0012,ROC07A,0,0,0,0,10,3,0,0
ROC07A_PRI,PRI_V_B,V,0.0012,ROC07A,0,0,0,0,10,3,0,0
ROC07A_PRI,PRI_V_C,V,0.0012,ROC07A,0,0,0,0,10,3,0,0
ROC07A_PRI,PRI_A,A,2.4,ROC07A,0,0,0,0,0,0,0,0
ROC07A_PRI,PRI_A_A,A,2.4,ROC07A,0,0,0,0,5,3,0,0
GRE02B_CHK,CHK_KW_COMP,KW,0.18,GRE02B,0,0,0,0,0,0,0,0
GRE02B_CHK,CHK_KW_A,KW,0.18,GRE02B,0,0,0,0,0,0,0,0
GRE02B_CHK,CHK_KW_B,KW,0.18,GRE02B,0,0,0,0,0,0,0,0
GRE02B_CHK,CHK_KW_C,KW,0.18,GRE02B,0,0,0,0,0,0,0,0
GRE02B_CHK,CHK_KVAR,KVAR,0.18,GRE02B,0,0,0,0,0,0,0,0
,CHK_KVAR_A,KVAR,1.0,GRE02B,0,0,0,0,0,0,0,0
,CHK_KVAR_B,KVAR,1.0,GRE02B,0,0,0,0,0,0,0,0
,CHK_KVAR_C,KVAR,1.0,GRE02B,0,0,0,0,0,0,0,0
GRE02B_CHK,CHK_V,V,0.0006,GRE02B,0,0,0,0,0,0,0,0
GRE02B_CHK,CHK_V_A,V,0.0006,GRE02B,0,0,0,0,0,0,0,0
GRE02B_CHK,CHK_V_B,V,0.0006,GRE02B,0,0,0,0,0,0,0,0
GRE02B_CHK,CHK_V_C,V,0.0006,GRE02B,0,0,0,0,0,0,0,0
GRE02B_CHK,CHK_A,A,3.0,GRE02B,0,0,0,0,0,0,0,0
GRE02B_CHK,CHK_A_A,A,3.0,GRE02B,0,0,0,0,0,0,0,0
GRE02B_CHK,CHK_A_B,A,3.0,GRE02B,0,0,0,0,0,0,0,0
GRE02B_CHK,CHK_A_C,A,3.0,GRE02B,0,0,0,0,0,0,0,0
GRE02B_CHK,CHK_PF,,0.01,GRE02B,0,0,0,0,0,0,0,0
,CHK_PF_A,,1.0,GRE02B,0,0,0,0,0,0,0,0
,CHK_PF_B,,1.0,GRE02B,0,0,0,0,0,0,0,0
,CHK_PF_C,,1.0,GRE02B,0,0,0,0,0,0,0,0
GRE02B_CHK,CHK_KW,KW,0.18,GRE02B,0,0,0,0,0,0,0,0
ROC07A_PRI,PRI_A_B,A,2.4,ROC07A,0,0,0,0,5,3,0,0
ROC07A_PRI,PRI_A_C,A,2.4,ROC07A,0,0,0,0,4,3,0,0
ROC07A_PRI,PRI_PF,,0.01,ROC07A,0,0,0,0,0,0,0,0
,PRI_PF_A,,1.0,ROC07A,0,0,0,0,0,0,0,0
,PRI_PF_B,,1.0,ROC07A,0,0,0,0,0,0,0,0
,PRI_PF_C,,1.0,ROC07A,0,0,0,0,0,0,0,0
ROC07A_CHK,CHK_KW_COMP,KW,0.288,ROC07A,0,0,0,0,0,0,0,0
,KW_COMP,KW,1.0,GRE02B,0,0,0,0,0,0,0,0
,KW_A,KW,0.0,GRE02B,0,0,0,0,0,0,0,0
,KW_B,KW,0.0,GRE02B,0,0,0,0,0,0,0,0
,KW_C,KW,0.0,GRE02B,0,0,0,0,0,0,0,0
,KVAR,KVAR,0.0,GRE02B,0,0,0,0,0,0,0,0
,KVAR_A,KVAR,0.0,GRE02B,0,0,0,0,0,0,0,0
,KVAR_B,KVAR,0.0,GRE02B,0,0,0,0,0,0,0,0
,KVAR_C,KVAR,0.0,GRE02B,0,0,0,0,0,0,0,0
,V,V,0.0,GRE02B,0,0,0,0,0,0,0,0
,V_A,V,0.0,GRE02B,0,0,0,0,0,0,0,0
,V_B,V,0.0,GRE02B,0,0,0,0,0,0,0,0
,V_C,V,0.0,GRE02B,0,0,0,0,0,0,0,0
,A,A,0.0,GRE02B,0,0,0,0,0,0,0,0
,A_A,A,0.0,GRE02B,0,0,0,0,0,0,0,0
,A_B,A,0.0,GRE02B,0,0,0,0,0,0,0,0
,A_C,A,0.0,GRE02B,0,0,0,0,0,0,0,0
,PF,,0.0,GRE02B,0,0,0,0,0,0,0,0
,PF_A,,0.0,GRE02B,0,0,0,0,0,0,0,0
,PF_B,,0.0,GRE02B,0,0,0,0,0,0,0,0
,PF_C,,0.0,GRE02B,0,0,0,0,0,0,0,0
,KW,KW,1.0,GRE02B,0,0,0,0,0,0,0,0
ROC07A_CHK,CHK_KW_A,KW,0.288,ROC07A,0,0,0,0,0,0,0,0
ROC07A_CHK,CHK_KW_B,KW,0.288,ROC07A,0,0,0,0,0,0,0,0
ROC07A_CHK,CHK_KW_C,KW,0.288,ROC07A,0,0,0,0,0,0,0,0
ROC07A_CHK,CHK_KVAR,KVAR,0.288,ROC07A,0,0,0,0,0,0,0,0
,CHK_KVAR_A,KVAR,1.0,ROC07A,0,0,0,0,0,0,0,0
,CHK_KVAR_B,KVAR,1.0,ROC07A,0,0,0,0,0,0,0,0
,CHK_KVAR_C,KVAR,1.0,ROC07A,0,0,0,0,0,0,0,0
,KW_COMP_Estimate,KW,1.0,GRE02B,0,0,0,0,0,0,0,0
,60_MIN_KW,KW,0.0,GRE02B,0,0,0,0,0,0,0,0
,60_MIN_KVAR,KVAR,0.0,GRE02B,0,0,0,0,0,0,0,0
,60MIN_KW,KW,0.0,GRE02B,0,0,0,0,0,0,0,0
,60MIN_KVAR,KVAR,0.0,GRE02B,0,0,0,0,0,0,0,0
GRE03A_PRI,PRI_KW_COMP,KW,0.072,GRE03A,0,0,0,0,0,0,0,0
GRE03A_PRI,PRI_KW_A,KW,0.072,GRE03A,0,0,0,0,0,0,0,0
GRE03A_PRI,PRI_KW_B,KW,0.072,GRE03A,0,0,0,0,0,0,0,0
GRE03A_PRI,PRI_KW_C,KW,0.072,GRE03A,0,0,0,0,0,0,0,0
GRE03A_PRI,PRI_KVAR,KVAR,0.072,GRE03A,0,0,0,0,0,0,0,0
,PRI_KVAR_A,KVAR,1.0,GRE03A,0,0,0,0,0,0,0,0
,PRI_KVAR_B,KVAR,1.0,GRE03A,0,0,0,0,0,0,0,0
,PRI_KVAR_C,KVAR,1.0,GRE03A,0,0,0,0,0,0,0,0
GRE03A_PRI,PRI_V,V,0.0006,GRE03A,0,0,0,0,0,0,0,0
GRE03A_PRI,PRI_V_A,V,0.0006,GRE03A,0,0,0,0,4,3,0,0
GRE03A_PRI,PRI_V_B,V,0.0006,GRE03A,0,0,0,0,4,3,0,0
GRE03A_PRI,PRI_V_C,V,0.0006,GRE03A,0,0,0,0,4,3,0,0
GRE03A_PRI,PRI_A,A,1.2,GRE03A,0,0,0,0,0,0,0,0
GRE03A_PRI,PRI_A_A,A,1.2,GRE03A,0,0,0,0,5,3,0,0
GRE03A_PRI,PRI_A_B,A,1.2,GRE03A,0,0,0,0,5,3,0,0
GRE03A_PRI,PRI_A_C,A,1.2,GRE03A,0,0,0,0,5,3,0,0
GRE03A_PRI,PRI_PF,,0.01,GRE03A,0,0,0,0,0,0,0,0
,PRI_PF_A,,1.0,GRE03A,0,0,0,0,0,0,0,0
,PRI_PF_B,,1.0,GRE03A,0,0,0,0,0,0,0,0
,PRI_PF_C,,1.0,GRE03A,0,0,0,0,0,0,0,0
GRE03A_PRI,PRI_KW,KW,0.072,GRE03A,0,0,0,0,0,0,0,0
ROC07A_CHK,CHK_V,V,0.0012,ROC07A,0,0,0,0,0,0,0,0
ROC07A_CHK,CHK_V_A,V,0.0012,ROC07A,0,0,0,0,0,0,0,0
ROC07A_CHK,CHK_V_B,V,0.0012,ROC07A,0,0,0,0,0,0,0,0
ROC07A_CHK,CHK_V_C,V,0.0012,ROC07A,0,0,0,0,0,0,0,0
ROC07A_CHK,CHK_A,A,2.4,ROC07A,0,0,0,0,0,0,0,0
ROC07A_CHK,CHK_A_A,A,2.4,ROC07A,0,0,0,0,0,0,0,0
ROC07A_CHK,CHK_A_B,A,2.4,ROC07A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_KW_COMP,KW,7.2,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_KW_A,KW,7.2,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_KW_B,KW,7.2,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_KW_C,KW,7.2,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_KVAR,KVAR,7.2,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_KVAR_A,KVAR,7.2,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_KVAR_B,KVAR,7.2,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_KVAR_C,KVAR,7.2,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_V,V,0.0006,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_V_A,V,0.0006,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_V_B,V,0.0006,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_V_C,V,0.0006,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_A,A,1.2,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_A_A,A,1.2,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_A_B,A,1.2,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_A_C,A,1.2,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_PF,,0.01,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_PF_A,,0.01,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_PF_B,,0.01,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_PF_C,,0.01,GRE03A,0,0,0,0,0,0,0,0
GRE03A_CHK,CHK_KW,KW,7.2,GRE03A,0,0,0,0,0,0,0,0
ROC07A_CHK,CHK_A_C,A,2.4,ROC07A,0,0,0,0,0,0,0,0
ROC07A_CHK,CHK_PF,,0.01,ROC07A,0,0,0,0,0,0,0,0
,CHK_PF_A,,1.0,ROC07A,0,0,0,0,0,0,0,0
,CHK_PF_B,,1.0,ROC07A,0,0,0,0,0,0,0,0
,CHK_PF_C,,1.0,ROC07A,0,0,0,0,0,0,0,0
,KW_COMP,KW,12.0,ROC07A,0,0,0,0,0,0,0,0
,KW_A,KW,1.0,ROC07A,0,0,0,0,0,0,0,0
,KW_COMP,KW,1.0,GRE03A,0,0,0,0,0,0,0,0
,KW_A,KW,0.0,GRE03A,0,0,0,0,0,0,0,0
,KW_B,KW,0.0,GRE03A,0,0,0,0,0,0,0,0
,KW_C,KW,0.0,GRE03A,0,0,0,0,0,0,0,0
,KVAR,KVAR,0.0,GRE03A,0,0,0,0,0,0,0,0
,KVAR_A,KVAR,0.0,GRE03A,0,0,0,0,0,0,0,0
,KVAR_B,KVAR,0.0,GRE03A,0,0,0,0,0,0,0,0
,KVAR_C,KVAR,0.0,GRE03A,0,0,0,0,0,0,0,0
,V,V,0.0,GRE03A,0,0,0,0,0,0,0,0
,V_A,V,0.0,GRE03A,0,0,0,0,0,0,0,0
,V_B,V,0.0,GRE03A,0,0,0,0,0,0,0,0
,V_C,V,0.0,GRE03A,0,0,0,0,0,0,0,0
,A,A,0.0,GRE03A,0,0,0,0,0,0,0,0
,A_A,A,0.0,GRE03A,0,0,0,0,0,0,0,0
,A_B,A,0.0,GRE03A,0,0,0,0,0,0,0,0
,A_C,A,0.0,GRE03A,0,0,0,0,0,0,0,0
,PF,,0.0,GRE03A,0,0,0,0,0,0,0,0
,PF_A,,0.0,GRE03A,0,0,0,0,0,0,0,0
,PF_B,,0.0,GRE03A,0,0,0,0,0,0,0,0
,PF_C,,0.0,GRE03A,0,0,0,0,0,0,0,0
,KW,KW,1.0,GRE03A,0,0,0,0,0,0,0,0
,KW_B,KW,1.0,ROC07A,0,0,0,0,0,0,0,0
,KW_C,KW,1.0,ROC07A,0,0,0,0,0,0,0,0
,KVAR,KVAR,1.0,ROC07A,0,0,0,0,0,0,0,0
,KVAR_A,KVAR,1.0,ROC07A,0,0,0,0,0,0,0,0
,KVAR_B,KVAR,1.0,ROC07A,0,0,0,0,0,0,0,0
,KVAR_C,KVAR,1.0,ROC07A,0,0,0,0,0,0,0,0
,V,V,1.0,ROC07A,0,0,0,0,0,0,0,0
,KW_COMP_Estimate,KW,1.0,GRE03A,0,0,0,0,0,0,0,0
,60_MIN_KW,KW,0.0,GRE03A,0,0,0,0,0,0,0,0
,60_MIN_KVAR,KVAR,0.0,GRE03A,0,0,0,0,0,0,0,0
,60MIN_KW,KW,0.0,GRE03A,0,0,0,0,0,0,0,0
,60MIN_KVAR,KVAR,0.0,GRE03A,0,0,0,0,0,0,0,0
GRE03B_PRI,PRI_KW_COMP,KW,0.072,GRE03B,0,0,0,0,0,0,0,0
GRE03B_PRI,PRI_KW_A,KW,0.072,GRE03B,0,0,0,0,0,0,0,0
GRE03B_PRI,PRI_KW_B,KW,0.072,GRE03B,0,0,0,0,0,0,0,0
GRE03B_PRI,PRI_KW_C,KW,0.072,GRE03B,0,0,0,0,0,0,0,0
GRE03B_PRI,PRI_KVAR,KVAR,0.072,GRE03B,0,0,0,0,0,0,0,0
,PRI_KVAR_A,KVAR,1.0,GRE03B,0,0,0,0,0,0,0,0
,PRI_KVAR_B,KVAR,1.0,GRE03B,0,0,0,0,0,0,0,0
,PRI_KVAR_C,KVAR,1.0,GRE03B,0,0,0,0,0,0,0,0
GRE03B_PRI,PRI_V,V,0.0006,GRE03B,0,0,0,0,0,0,0,0
GRE03B_PRI,PRI_V_A,V,0.0006,GRE03B,0,0,0,0,4,3,0,0
GRE03B_PRI,PRI_V_B,V,0.0006,GRE03B,0,0,0,0,4,3,0,0
GRE03B_PRI,PRI_V_C,V,0.0006,GRE03B,0,0,0,0,4,3,0,0
GRE03B_PRI,PRI_A,A,1.2,GRE03B,0,0,0,0,0,0,0,0
GRE03B_PRI,PRI_A_A,A,1.2,GRE03B,0,0,0,0,5,3,0,0
